title,source,published_at,description,url
Oil prices hold steady as Iran war expands,Biztoc.com,2026-07-30T15:24:01Z,"Oil prices held steady on Thursday, despite renewed attacks between the US and Iran and the first drone strike of the war in Egypt.
The suspected drone attack led two ships — a US-owned gas storage tanker and a Greek-operated LNG carrier — to catch fire at Eg…",https://biztoc.com/x/1fd419e9ae3eb378
Suspected Iranian Drone Hits U.S.-Owned Gas Tanker in Egypt,Legalinsurrection.com,2026-07-30T15:17:09Z,"""Iranian state television had identified (Egyptian port of) Damietta as a possible target."" 
The post Suspected Iranian Drone Hits U.S.-Owned Gas Tanker in Egypt first appeared on Le·gal In·sur·rec·tion.",https://legalinsurrection.com/2026/07/suspected-iranian-drone-hits-u-s-owned-gas-tanker-in-egypt/
Top Republicans fear truth about Trump's Iran war is being hidden: Furious battle spills out over 'yes men' lying to the president,Dailymail.com,2026-07-30T15:07:28Z,Republicans are secretly afraid that President Donald Trump's top military brass are hiding the truth of what's happening on the ground in Iran from the president as the war drags on.,https://www.dailymail.com/news/article-16011541/republicans-iran-war-truth-trump.html
Bombs Away,London Review of Books,2026-07-30T15:05:45Z,"Ten days ago, Andy Burnham stood outside Number 10 and announced a ‘circuit breaker for Britain, bringing forward the biggest changes in the last...",https://www.lrb.co.uk/blog/2026/july/bombs-away
Senator targets alleged China-linked Singham network in fiery floor speech,Fox News,2026-07-30T15:04:15Z,Sen. Jim Banks says Neville Roy Singham's $278 million nonprofit network advances CCP interests from Shanghai while funding anti-ICE and pro-Iran groups.,https://www.foxnews.com/politics/top-senator-targets-alleged-ccp-linked-singham-network-senate-floor-speech-china
"US Strike on Iran Kills 2-Year-Old Child and Family, Leaves Two Other Kids Beneath Rubble",Common Dreams,2026-07-30T15:03:23Z,"A family of three, including their 2-year-old child, were killed by US strikes against a residential building in Iran's Qeshm City, according to reports from Iranian media on Thursday.Videos posted by the official IRNA news agency showed rescue teams searchin…",https://www.commondreams.org/news/us-strike-kills-children-iran
Quick Return To WAR: US Responds To Iran’s “Surprise Attack” With Bombings,Shtfplan.com,2026-07-30T15:00:14Z,"The United States has resumed its bombing of Iran after a ""surprise attack"" on American forces. US President Donald Trump had warned earlier on Wednesday that Iran was about to face a harsh response, reportedly telling Fox News: “We’re going to beat the f***i…",https://www.shtfplan.com/member-exclusive/quick-return-to-war-us-responds-to-irans-surprise-attack-with-bombings
Heather Cox Richardson on the GOP Vendetta Against Dr. Fauci,Dianeravitch.net,2026-07-30T15:00:00Z,"Heather Cox Richardson wrote about the GOP hearings on Dr. Anthony Fauci, led by Senator Rand Paul. Why attack Dr. Fauci? It’s a useful distraction from pressing issues of this day: Trump’s flailing war on Iran; rising inflation; the Epstein files; cuts to Me…",https://dianeravitch.net/2026/07/30/heather-cox-richardson-on-the-gop-vendetta-against-dr-fauci/
Iran's Strike on Jordan Signals a More Aggressive Military Strategy,OilPrice.com,2026-07-30T15:00:00Z,"Iran fired ballistic missiles at American bases in Jordan late on July 28, in what appeared to be the first time Tehran initiated an attack on US targets since the war began in late February. The Islamic Republic has claimed it is fighting a war of resistance…",https://oilprice.com/Geopolitics/Middle-East/Irans-Strike-on-Jordan-Signals-a-More-Aggressive-Military-Strategy.html
Iran war: 20 claims we've investigated,Snopes.com,2026-07-30T15:00:00Z,We've monitored misinformation about the war since its start roughly five months ago.,https://www.snopes.com/collections/iran-war-claims-collection/
The oil majors are about to report booming profits. These smaller stocks may be better buys,CNBC,2026-07-30T14:58:40Z,"Several renewable and AI-linked stocks that may be better buys than the majors right now, according to Wall Street.",https://www.cnbc.com/2026/07/30/the-oil-majors-are-about-to-report-booming-profits-these-smaller-stocks-may-be-better-buys.html
"Authoritarian Interference Tracker, SmartThings API, Russia Propaganda, More: Thursday ResearchBuzz, July 30, 2026",Researchbuzz.me,2026-07-30T14:58:02Z,"NEW RESOURCES Institute for Strategic Dialogue: ISD Launches the Authoritarian Interference Tracker. “ISD is launching the Authoritarian Interference Tracker (AIT), a tool that catalogues interference operations by Russia, China and Iran across […]",https://researchbuzz.me/2026/07/30/authoritarian-interference-tracker-smartthings-api-russia-propaganda-more-thursday-researchbuzz-july-30-2026/
War on Iran: Phase II: Day 19,Al Jazeera English,2026-07-30T14:56:59Z,"The US resumes bombing Iran, with a family of three killed in Qeshm Island.",https://www.aljazeera.com/video/newsfeed/2026/7/30/war-on-iran-phase-ii-day-19
Trump Can't Figure A Way Out Of His Clusterf*ck War And It's Driving Him Mad,Crooksandliars.com,2026-07-30T14:54:53Z,"Donald Trump is learning the hard way that you shouldn't launch an illegal war on behalf of a genocidal sociopath unless you're prepared to be in it for the long haul. 
As Trump's Israel-backed war with Iran bleeds (both figuratively and literally) into its s…",https://crooksandliars.com/2026/07/trump-cant-figure-way-out-his-clusterfck
Iran war: Is Ukraine opening a new front in Caspian Sea?,DW (English),2026-07-30T14:49:00Z,Tehran has threatened a response after a Ukrainian strike on a Iranian cargo ship in the Caspian Sea Kyiv says was carrying weapons to Russia. A recent Ukrainian strike on an Iranian vessel in the Caspian Sea has drawn concerns that Russia's war in Ukraine an…,https://www.dw.com/en/are-iran-and-ukraine-wars-getting-tangled-in-caspian-sea/a-78178784
"[Ilya Somin] Updated Version of My Article ""Immigration is Not Invasion""",Reason,2026-07-30T14:45:22Z,"It is now available on SSRN. This revision adds additional points, and takes account of various recent events.",https://reason.com/volokh/2026/07/30/updated-version-of-my-article-immigration-is-not-invasion-2/
WATCH: Schumer's anti-corruption speech derailed after heckler brands him 'genocidal maniac',Fox News,2026-07-30T14:33:32Z,"A protester accused Chuck Schumer of backing genocide in Gaza, moments before his major anti-corruption announcement at the National Press Club.",https://www.foxnews.com/politics/watch-schumers-anti-corruption-speech-derailed-after-heckler-brands-him-genocidal-maniac
"US military launches new strikes against Iranian targets, and crypto markets are feeling the heat",Crypto Briefing,2026-07-30T14:31:18Z,"The US-Iran conflict's escalation impacts crypto markets, highlighting Bitcoin's vulnerability to geopolitical tensions and potential regulatory shifts.
The post US military launches new strikes against Iranian targets, and crypto markets are feeling the heat…",https://cryptobriefing.com/us-iran-strikes-crypto-market-impact-7/
Trump Is Absolutely Flailing in High-Quality Polls,New York Magazine,2026-07-30T14:30:01Z,"Multiple high-quality polls now show another drop-off in Trump’s job approval, and he’s apparently lost independents, who were split between him and Kamala Harris in 2024. Ed Kilgore goes through the numbers.",http://nymag.com/intelligencer/article/trumps-job-approval-is-cratering-in-key-polls.html
'This Is Obscene': Shell Profits More Than Double as Iran War Pushes Up Gas Prices,Common Dreams,2026-07-30T14:24:40Z,"The London-based oil behemoth Shell reported Thursday that its net profit more than doubled in the second quarter of this year compared to the same period in 2025 as the Iran war pushed up energy prices, causing pain for consumers in the United Kingdom and ar…",https://www.commondreams.org/news/this-is-obscene-shell-profits-more-than-double-as-iran-war-pushes-up-gas-prices
US economy loses steam as growth slows more than expected despite Americans ramping up spending,Dailymail.com,2026-07-30T14:24:11Z,The US economy is not in a recession - yet - but the underwhelming report card on the economy's performance in the second quarter gives cause for concern.,https://www.dailymail.com/yourmoney/article-16016861/us-economy-growth-slow-consumer-spending.html
WATCH: 'GMA' interns take viewers behind the scenes,Abcnews.com,2026-07-30T14:17:27Z,"Meet the ""GMA"" interns as they share what it's like working behind the scenes in honor of National Intern Day 2026.",https://abcnews.com/video/135221468/
Global Research Daily: The News Behind the News,Globalresearch.ca,2026-07-30T14:15:27Z,"Managed Extinguishment: Ed Husic, Debating Palestine and Australia’s ALP Conference
By Dr. Binoy Kampmark, July 30, 2026
The Israeli embassy in Canberra had warned about it, and, with rattling confidence, thought it appropriate to remind the Australian Labor …",https://www.globalresearch.ca/global-research-daily-news-behind-news-13-8/5935136
U.S. economy turns in sluggish 1.5% second-quarter growth and inflation remains above Fed target - apnews.com,Slashdot.org,2026-07-30T14:13:01Z,U.S. economy turns in sluggish 1.5% second-quarter growth and inflation remains above Fed targetapnews.com U.S. Economic Growth Slowed in the Second QuarterThe New York Times US economic growth slows to 1.5% in second quarterbbc.com US economy slowed more tha…,https://slashdot.org/firehose.pl?op=view&amp;id=184770270
JLL Reports High Revenue Growth in Q2 Despite Global Conflict,Commercial Observer,2026-07-30T14:11:54Z,"JLL reported strong second-quarter earnings Thursday morning with dramatic improvements in cash flow, revenue and net income. Cash flow from operations reached $488.1 million for the quarter ending June 30, compared to $332.8 million in the same three-month p…",http://commercialobserver.com/2026/07/jll-q2-2026-earnings-call/
South Korean crypto trading surges amid stock market plunge,Cointelegraph,2026-07-30T14:10:31Z,"Crypto exchange trading volume in South Korea sees another uptick as stocks drop, continuing a trend from earlier in July as Bitcoin shows “remarkable resilience” to headwinds.",https://cointelegraph.com/markets/south-korean-crypto-trading-surges-amid-stock-market-plunge
Trump Says ‘It’s Our Turn to Hit’ Iran Hard as War Escalates Again,Biztoc.com,2026-07-30T14:07:35Z,"President Donald Trump said the US would strike back at Iran after a recent attack that targeted a military base in Jordan. #trump #iran #usa #news #politics #world 
The US and Saudi Arabia struck Iran-backed militants in Iraq, and Iranian media said the Isla…",https://biztoc.com/x/04513450a1caf16f
Musk plans major Republican midterm spending push: report,Digital Journal,2026-07-30T14:05:36Z,"Musk has not specified how much he intends to spend. America PAC did not immediately respond to a request for comment.
The post Musk plans major Republican midterm spending push: report appeared first on Digital Journal.",https://www.digitaljournal.com/article/musk-plans-major-republican-midterm-spending-push-report/
"Washington’s “Tap War” Strategy. Constrains Oil and Gas Rivals, To Elevate American LNG",Globalresearch.ca,2026-07-30T14:05:04Z,"Instability near the Strait of Hormuz, fueled by tensions with Iran and unilateral sanctions on key suppliers, has occurred alongside increased American energy exports. 
This indicates that Washington is pursuing the “tap war” strategy—a calculated effort to …",https://www.globalresearch.ca/washington-long-term-strategy-constrains-energy-rivals-elevate-american-lng/5935075
"Trump Can't End Iran War, But Orders Zelensky To End War With Russia",Crooksandliars.com,2026-07-30T14:04:29Z,"During a press briefing on a proposed $22 billion renovation of Dulles Airport, Trump said he told President Zelensky to just end the war with Russia.
There's no ""renovation"" of his economic polices crippling the US, are there? Any policy Trump should be payi…",https://crooksandliars.com/2026/07/trump-cant-end-iran-war-tells-zelensky
"US filings for jobless benefits rise to 197K, but layoffs remain historically low",Abcnews.com,2026-07-30T14:00:21Z,The number of Americans applying for unemployment benefits rose last week but layoffs remain in the historically healthy range of the past few years,https://abcnews.com/Business/wireStory/us-filings-jobless-benefits-rise-197000-week-layoffs-135223248
Shell Maintains Bumper Buyback as Profit Surges,OilPrice.com,2026-07-30T14:00:00Z,"Shell has said it will continue its bumper share buyback programme after revealing the Iran war’s effect on oil prices and trading volumes helped it book a near-record profit. The Anglo-Dutch giant’s net profit spiked to $9.8bn between April and July, more th…",https://oilprice.com/Energy/Energy-General/Shell-Maintains-Bumper-Buyback-as-Profit-Surges.html
"US economic growth slows in second quarter, missing expectations",CNA,2026-07-30T13:59:00Z,"WASHINGTON: The United States saw slowing growth in the second quarter, the Commerce Department said on Thursday (Jul 30), with the fallout from President Donald Trump's Iran war weighing on the world's largest economy.GDP grew at a sluggish annualised rate o…",https://www.channelnewsasia.com/world/us-economic-growth-slows-in-second-quarter-missing-expectations-6288756
US economic growth slows to 1.5% in second quarter,Yahoo Entertainment,2026-07-30T13:55:10Z,"US economic growth grew at a slower pace than expected, even as the US consumer remained strong.",https://finance.yahoo.com/economy/article/us-economic-growth-slows-to-15-in-second-quarter-135510531.html
"For JD Vance, Blaming Israel Is Easier Than Admitting Iran Won",Fair Observer,2026-07-30T13:54:38Z,"When US Vice President JD Vance sat down for a nearly three-hour interview with American podcaster Joe Rogan on July 15, he did not sound like a man defending a diplomatic triumph. He sounded like a man looking for someone else to blame. Citing a Time investi…",https://www.fairobserver.com/world-news/middle-east-news/for-jd-vance-blaming-israel-is-easier-than-admitting-iran-won/
Saudi Gulf Oil Loadings Still Subdued as Shippers Avoid Hormuz,Financial Post,2026-07-30T13:42:00Z,Oil loadings by Saudi Arabia and other major producers inside the Persian Gulf remained subdued as recent attacks continue to deter shipowners from traversing the Strait of Hormuz.,https://financialpost.com/pmn/business-pmn/saudi-gulf-oil-loadings-still-subdued-as-shippers-avoid-hormuz
"Washington May Be “Learning to Live” With Iran, Ukraine and Israel",Globalresearch.ca,2026-07-30T13:40:28Z,"President Donald Trump met with both President Volodymyr Zelensky of Ukraine and Prime Minister Benjamin Netanyahu of Israel on Tuesday in private sessions lacking the usual fanfare, photo ops and press releases. 
The men were in town to participate in …
The …",https://www.globalresearch.ca/washington-live-iran-ukraine-israel/5935087
From a Regional War to a Global Conflagration.,Globalresearch.ca,2026-07-30T13:37:28Z,"Welcome to World War III. It began long ago. 
Now, regional wars are increasingly becoming intertwined. This is how the “real” world war emerges—like a massive, widespread conflagration.

To read this article in the following languages, click the Translate We…",https://www.globalresearch.ca/regional-war-global-conflagration/5935101
Trump Losing US Support on Iran Amid Renewed Heavy Strikes,Biztoc.com,2026-07-30T13:37:25Z,"Support among American voters for U.S. military action in Iran has slumped to its lowest level since the start of the war, according to one polling outlet in a survey that comes as President Donald Trump announced further strikes on the Islamic Republic.
The …",https://biztoc.com/x/1c48f47990b06e05
The Iran conflict is escalating and Tehran is in no rush to end it,The Irish Times,2026-07-30T13:35:24Z,Trump wants to move on but Iranian leaders appear convinced they can outlast Washington while raising the cost of continued fighting,https://www.irishtimes.com/world/middle-east/2026/07/30/the-iran-conflict-is-escalating-and-tehran-is-in-no-rush-to-end-it/
Trump Administration Considering Neo-Colonial Military Operations in Mali,Globalresearch.ca,2026-07-30T13:32:48Z,"These attacks are purportedly being planned against an Islamist rebel grouping, yet the military government has been a target of the West along with neighboring Niger and Burkina Faso of the Alliance of Sahel States (AES)

To read this article …
The post Trum…",https://www.globalresearch.ca/trump-administration-military-operations-mali/5934988
"US Economy Slows, Turns In Sluggish Q2 Growth of 1.5%",Newser,2026-07-30T13:31:45Z,"The US economy expanded at a sluggish 1.5% pace from April through June as rising imports weighed on growth, though consumer spending rose. And the Federal Reserve's favored measure of inflation grew more slowly last month, but remained above the central bank…",https://www.newser.com/story/393786/us-economy-slows-turns-in-sluggish-q2-growth-of-15.html
US GDP Grows Less-Than-Expected 1.5% Despite Strong Consumer,Financial Post,2026-07-30T13:27:46Z,The US economy grew at a weaker-than-expected pace in the second quarter despite a pickup in consumer spending and solid business investment.,https://financialpost.com/pmn/business-pmn/us-gdp-grows-less-than-expected-1-5-despite-strong-consumer
Mexico Economy Rebounds More Than Expected in Second Quarter,Financial Post,2026-07-30T13:27:37Z,Mexico’s economy rebounded in the second quarter after exports rose to a record despite prolonged trade tensions with the US.,https://financialpost.com/pmn/business-pmn/mexico-economy-rebounds-more-than-expected-in-second-quarter
US strikes $58.6 billion patriot missile deal amid rising stockpile concerns,Crypto Briefing,2026-07-30T13:25:49Z,"The deal underscores a strategic shift towards long-term defense readiness, reflecting heightened geopolitical tensions and military demands.
The post US strikes $58.6 billion patriot missile deal amid rising stockpile concerns appeared first on Crypto Briefi…",https://cryptobriefing.com/us-strikes-586-billion-patriot-missile-deal-amid-rising-stockpile-concerns/
BMW to Volkswagen: How deep is Germany's auto industry cull?,DW (English),2026-07-30T13:24:00Z,"BMW joins VW, Porsche and Mercedes-Benz in cutting thousands of jobs, as Chinese rivals erode their market share. DW recaps the major reforms German automakers are pursuing to safeguard their future.",https://www.dw.com/en/bmw-to-volkswagen-how-deep-is-germanys-auto-industry-cull/a-78168695
The US and Iran Trade Missile Barrages as Hopes Dim for a Quick Resolution,Military.com,2026-07-30T13:23:44Z,"After a brief respite, the risk of a return to all-out war emerged once more, with the fighting threatening to engulf even more countries.",https://military.com/the-us-and-iran-trade-missile-barrages-as-hopes-dim-for-a-quick-resolution
"US economic growth slows in Q2, domestic demand robust",RTE,2026-07-30T13:17:20Z,US economic growth slowed in the second quarter amid a widening in the trade deficit.,https://www.rte.ie/news/business/2026/0730/1585829-us-economic-growth-slows-in-q2-domestic-demand-robust/
US-Iran war looms over Britain’s economy,POLITICO.eu,2026-07-30T13:17:06Z,Bank of England says repeated re-escalation of the conflict could see inflation peak at 4.5 percent in the second quarter of 2027.,https://www.politico.eu/article/us-iran-war-looms-over-british-economy/
"Eurozone sees GDP growth of 0.4%, most since early 2025",DW (English),2026-07-30T13:12:00Z,"Eurozone economies expanded by 0.4% in the second quarter of 2026, exceeding expectations and marking the strongest quarterly growth since early 2025.",https://www.dw.com/en/eurozone-sees-gdp-growth-of-04-most-since-early-2025/a-78177668
Trump Has Weakened America’s Sanctions Weapon,Foreign Policy,2026-07-30T13:10:52Z,The administration’s inconsistency has undermined a key tool of U.S. foreign policy.,http://foreignpolicy.com/2026/07/30/trump-sanctions-venezuela-iran-weakened/
US economy’s growth was weaker than expected in the second quarter | CNN Business,CNN,2026-07-30T13:07:42Z,"The world’s largest economy lost steam heading into summer as red-hot demand for AI infrastructure widened the trade deficit, dampening growth. But a look under the hood shows the economy is humming along.",https://www.cnn.com/2026/07/30/business/us-economy-growth-weaker-gdp
US Launches New Wave of Strikes on Iran as War Escalates,Biztoc.com,2026-07-30T13:07:13Z,"The US launched a new wave of strikes against Iran that targeted its Islamic Revolutionary Guard Corps in response to attacks on American military bases in the Middle East, escalating a conflict that has spread across the region. #iran #trump #politics #world…",https://biztoc.com/x/041af8460506b258
Boeing blocks Ukraine’s air-defense plan – Welt,RT,2026-07-30T13:07:04Z,"Boeing is reportedly reluctant to share key air defense technology, complicating plans to manufacture missiles in Europe for Ukraine Read Full Article at RT.com",https://www.rt.com/news/643654-ukraine-patriot-interceptors-boeing/
US economic growth slows to 1.5% in second quarter,BBC News,2026-07-30T13:05:49Z,"The economy grew at an annual rate of 1.5% in the three months to June, down from 2.1% seen in the previous quarter.",https://www.bbc.co.uk/news/articles/cd0xvrmlx2eo
Mastercard profit beats estimates on stable spending,RTE,2026-07-30T13:03:09Z,"Mastercard has today posted a second-quarter profit that surpassed Wall Street expectations, boosted by robust transaction volumes driven by steady consumer spending.",https://www.rte.ie/news/business/2026/0730/1585825-mastcard-quarterly-results/
"After Zelenskyy's Capitol Visit, Senate Sharpens Pressure On Russia And Iran",Radio Free Europe/ Radio Liberty,2026-07-30T13:00:39Z,"A day after Ukrainian President Volodymyr Zelenskyy visited the Senate, lawmakers overwhelmingly advanced legislation to tighten sanctions on Russia and extend key Iran sanctions for another five years.",https://www.rferl.org/a/us-senate-advances-russia-iran-sanctions-bill-bipartisan-support/33818432.html
Posts claim Kim Jong Un demanded firing squad for Epstein associates. There's no proof,Snopes.com,2026-07-30T13:00:00Z,"In July 2026, North Korean dictator Kim Jong Un demanded all of convicted sex offender Jeffrey Epstein's associates be turned over to North Korea so they could be executed by firing squad.",https://www.snopes.com//fact-check/kim-jong-un-firing-squad-epstein/
